question,subject,choices,answer,c,a,d,b,ac,e,cd,ca,abc,ad,f,g,ab,bd,abcd,bc,bcd,ba,dc,3,4,l,n,h,da,а,1,aa,bac,poland,p,r,choice,j,cc,db,2,bs,dd,band,none,bf,s,france,mexico,m,mex
"This question refers to the following information.
""The Italian nation has been at last united in our own days, and we all rejoiced in its union. Yet we may be allowed to doubt whether the union was not a little too speedy and a little too thorough. It is surely carrying unity too far to wipe out all traces of the independent being, for most purposes to wipe out the very name, of such a land as Sicily. It jars on our feelings to find that, while Ireland at least forms part of the royal style of its sovereign, Sicily is no longer even a geographical expression. The island realm of Roger has sunk to be seven provinces of the kingdom on the mainland. And there is another result of Italian unity, a result in which we may rejoice without drawbacks, but which still has somewhat of sadness about it as finally ending that great phase of the history of Europe with which we have throughout been dealing. Never were ties with the past so fully snapped as when the army of Italy entered liberated Rome. Of all novelties in European history the greatest was when Rome became the centre of a dominion with acknowledged metes and bounds, the head in short of a local Italian kingdom. ""Rome the capital of Italy"" was a formula which might well gladden our hearts; but it was a formula which formally swept away the œcumenical position, the œcumenical traditions, of Rome&….
But the kingdom of Italy is not an appendage to Rome; Rome is the head of the kingdom. The whole is greater than its part; Rome, by her own free will and by the free will of Italy, has become less than Italy. By becoming the willing head of an Italian kingdom she has formally cast aside her Imperial traditions as they were not cast aside when brute force made her the head of a French department.""
Edward A. Freeman, British historian and politician, The Chief Periods of European History, 1885
According to the author, Italy's connections to its history and traditions were most ""fully snapped"" when",high_school_european_history,"['Sicily ceased to be an independent kingdom.' 'Italians liberated Rome.'
 'Rome became the head of a French Department.'
 'French troops abandoned Rome to fight in the Franco-Prussian War.']",3,0.0019179226306184714,0.003587346640040572,0.0009059625014492257,0.9935124944045569,,5.387049950430261e-06,,,,,,,8.881743839598444e-06,,,4.19543871983986e-06,,,,,,,,,,,,,,,,,,,,,3.478140862288747e-06,,,,,,,,,,
"This question refers to the following information.
The history of all hitherto existing societies is the history of class struggles. … The modern bourgeois society that has sprouted from the ruins of feudal society has not done away with class antagonisms. It has but established new classes, new conditions of oppression, new forms of struggle in place of the old ones. Our epoch, the epoch of the bourgeoisie, possesses, however, this distinctive feature: it has simplified the class antagonisms. Society as a whole is more and more splitting up into two great hostile camps, into two great classes, directly facing each other: Bourgeoisie and Proletariat.
Karl Marx and Friedrich Engels, The Communist Manifesto, 1848
The Communist Manifesto can be understood as an example of the influence of which mode of modern European thinking?",high_school_european_history,"['The Oxford Movement' 'Materialism and economic determinism'
 'Hegelian idealism' 'The rationalism of the Scottish Enlightenment']",1,0.0003352419542722736,0.00012332862279490625,0.00015835708627375477,0.9993511334995604,,,,,,,,,,3.964392083638429e-06,,1.872646222262053e-06,,,,,,,,,,,,,,,,,,,,,1.1358173485969738e-06,,,2.724684176008495e-06,,,,,,,
"This question refers to the following information.
Read the following memoir.
Not only did he expect all persons of distinction to be in continual attendance at Court, but he was quick to notice the absence of those of inferior degree; at his lever, his couches, his meals, in the gardens of Versailles (the only place where the courtiers in general were allowed to follow him), he used to cast his eyes to right and left; nothing escaped him[;] he saw everybody. If anyone habitually living at Court absented himself he insisted on knowing the reason; those who came there only for flying visits had also to give a satisfactory explanation; anyone who seldom or never appeared there was certain to incur his displeasure. If asked to bestow a favor on such persons he would reply haughtily: ""I do not know him""; of such as rarely presented themselves he would say, ""He is a man I never see""; and from these judgments there was no appeal.
No one understood better than Louis XIV the art of enhancing the value of a favor by his manner of bestowing it; he knew how to make the most of a word, a smile, even of a glance.
He loved splendor, magnificence, and profusion in all things, and encouraged similar tastes in his Court; to spend money freely on equipages and buildings, on feasting and at cards, was a sure way to gain his favor, perhaps to obtain the honor of a word from him. Motives of policy had something to do with this; by making expensive habits the fashion, and, for people in a certain position, a necessity, he compelled his courtiers to live beyond their income, and gradually reduced them to depend on his bounty for the means of subsistence.
—Duke Saint-Simon, Memoirs of Louis XIV and His Court and His Regency, c. 1750
Which of the following was the greatest weakness and regret of the rule of King Louis XIV?",high_school_european_history,"['His domination of the nobility left him without friends and allies.'
 'He was so concerned with ceremonies and appearances that he did not rule his country well.'
 'He left the administration of his kingdom to professional bureaucrats known as intendants.'
 'He was at war for 2/3 of his reign and united the other major powers against him.']",3,0.02004362919390539,0.19016863632382872,0.037446429213784216,0.7521367835210728,,4.9683165801901104e-05,,,,,1.8277415270831494e-05,5.574296714179984e-06,2.0711024840202695e-05,,,,,6.723885315891876e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The Government of the German Reich and The Government of the Union of Soviet Socialist Republics desirous of strengthening the cause of peace between Germany and the U.S.S.R., and proceeding from the fundamental provisions of the Neutrality Agreement concluded in April, 1926 between Germany and the U.S.S.R., have reached the following Agreement:
Article I. Both High Contracting Parties obligate themselves to desist from any act of violence, any aggressive action, and any attack on each other, either individually or jointly with other Powers.
Article II. Should one of the High Contracting Parties become the object of belligerent action by a third Power, the other High Contracting Party shall in no manner lend its support to this third Power.
Article III. The Governments of the two High Contracting Parties shall in the future maintain continual contact with one another for the purpose of consultation in order to exchange information on problems affecting their common interests.
Article IV. Should disputes or conflicts arise between the High Contracting Parties shall participate in any grouping of Powers whatsoever that is directly or indirectly aimed at the other party.
Article V. Should disputes or conflicts arise between the High Contracting Parties over problems of one kind or another, both parties shall settle these disputes or conflicts exclusively through friendly exchange of opinion or, if necessary, through the establishment of arbitration commissions.""
Molotov-Ribbentrop Pact, 1939
The agreement described in the text is most similar to the",high_school_european_history,"['Triple Entente (1907)' 'Sykes-Picot Agreement (1916)'
 'Lateran Treaty (1929)' 'Munich Agreement (1938)']",0,0.08479078601917445,0.5529054446131132,0.15841006209177308,0.20340254598491994,,0.00014445126156392571,,,,2.0810177302720254e-05,1.5225050955820808e-05,,1.5225050955820808e-05,,,1.2622010568155785e-05,,,,,,,,,,,,,,,,,,,,,,,,,1.2622010568155785e-05,,,,,,
"This question refers to the following information.
Read the the following poem to answer questions.
Take up the White Man's burden—
Send forth the best ye breed—
Go bind your sons to exile
To serve your captives' need;
To wait in heavy harness,
On fluttered folk and wild—
Your new-caught, sullen peoples,
Half-devil and half-child.
...
Take up the White Man's burden—
The savage wars of peace—
Fill full the mouth of Famine
And bid the sickness cease;
And when your goal is nearest
The end for others sought…
Watch sloth and heathen Folly
Bring all your hopes to naught.
Rudyard Kipling, The White Man's Burden, 1899
Based on this poem, Kipling's conception of the British imperial mission could best be summed up as",high_school_european_history,"['a difficult but necessary task' 'a ruthless exercise of power'
 'a glorious, religious responsibility' 'a hopeless task with no purpose']",0,0.27856467495548837,0.45927553223973505,0.19145451454679918,0.07043217982122627,1.623883792546917e-05,3.0338143307654832e-05,6.769354774843037e-06,,,1.4330724170799798e-05,,,6.769354774843037e-06,,,8.692023585474982e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""A specter is haunting Europe-the specter of Communism. All the powers of old Europe have entered into a holy alliance to exorcise this specter; Pope and Czar, Metternich and Guizot, French radicals and German police spies.
Two things result from this fact.
I. Communism is already acknowledged by all European powers to be in itself a power.
II. It is high time that Communists should openly, in the face of the whole world, publish their views, their aims, their tendencies, and meet this nursery tale of the Specter of Communism with a Manifesto of the party itself.""
Karl Marx and Friedrich Engels, The Communist Manifesto, 1848
By 1917, which idea in this pamphlet had become a reality in Russia?",high_school_european_history,"['The avoidance of entangling foreign alliances'
 'The violent overthrow of the bourgeois by the proletariat'
 'The establishment of a powerful Russian Parliament'
 'The adoption of free education for all children in public schools']",1,0.0007069865200989066,0.0031742398066363646,0.0004859042555137167,0.9955218843764557,,,,,,,6.931055263009703e-06,,1.561937414728956e-05,,,,,,,,,,,,,,,,,,,,,,,,6.511123853153406e-06,,,,,5.3979112663431386e-06,,,,,
"This question refers to the following information.
The history of all hitherto existing societies is the history of class struggles. … The modern bourgeois society that has sprouted from the ruins of feudal society has not done away with class antagonisms. It has but established new classes, new conditions of oppression, new forms of struggle in place of the old ones. Our epoch, the epoch of the bourgeoisie, possesses, however, this distinctive feature: it has simplified the class antagonisms. Society as a whole is more and more splitting up into two great hostile camps, into two great classes, directly facing each other: Bourgeoisie and Proletariat.
Karl Marx and Friedrich Engels, The Communist Manifesto, 1848
A follower of Marx and Engels's view of history would argue that an all-out war between the bourgeoisie and the proletariat classes was",high_school_european_history,"['a destructive development that could be avoided through the study of philosophy'
 'a possibility which should be encouraged in order to foster progress'
 'an inevitable result of fundamental economic change'
 'an example of history repeating itself']",2,0.9894635812138532,0.0010224087754984832,0.005883556275455313,0.0035685572692083158,,2.8717344637020503e-06,6.079461907364431e-06,,,,,,,,,1.0669787932332684e-05,1.9737123084369614e-06,,1.6362649746052966e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the documents below.
Source 1
If then by the Use of Machines, the Manufacture of Cotton, an Article which we import, and are supplied with from other Countries, and which can everywhere be procured on equal Terms, has met with such amazing Success, may not greater Advantages be reasonably expected from cultivating to the utmost the Manufacture of Wool, the Produce of our own Island, an Article in Demand in all Countries, almost the universal Clothing of Mankind?
In the Manufacture of Woollens, the Scribbling Mill, the Spinning Frame, and the Fly Shuttle, have reduced manual Labour nearly One third, and each of them at its-first Introduction carried an Alarm to the Work People, yet each has contributed to advance the Wages and to increase the Trade, so that if an Attempt was now made to deprive us of the Use of them, there is no Doubt, but every Person engaged in the Business, would exert himself to defend them.
—Statement by the Cloth Merchants of Leeds, 1791
Source 2
Come, cropper lads of high renown,
Who love to drink good ale that's brown,
And strike each haughty tyrant down,
With hatchet, pike, and gun!
Oh, the cropper lads for me,
The gallant lads for me,
Who with lusty stroke,
The shear frames broke,
The cropper lads for me!
What though the specials still advance,
And soldiers nightly round us prance;
The cropper lads still lead the dance,
With hatchet, pike, and gun!
Oh, the cropper lads for me,
The gallant lads for me,
Who with lusty stroke
The shear frames broke,
The cropper lads for me!
—Luddite Song, The Cropper's Song, c. 1812
Which of the following best describes the governmental reactions to complaints such as those seen in Source 2 before 1850?",high_school_european_history,"['Governments did little to address problems of industrialization before 1850.'
 'Reform movements led to the creation of regulations on work hours and ages and gender of workers.'
 'The implementation of running water and sewers was begun in England.'
 'The government created a national health-care system.']",1,0.012393737616820841,0.984556447959321,0.0002269992226714115,0.0027654166592788534,1.6443768537280994e-05,1.6443768537280994e-05,,,,,4.157635790472934e-06,,1.268007274670629e-06,,,,,9.87525058453724e-07,,,,,,,,,1.8449396983191886e-06,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
At last it seems to me that I have come to understand why man is the most fortunate of all creatures and consequently worthy of all admiration. … The nature of all other beings is limited. … Imagine! The great generosity of God! The happiness of man! To man it is allowed to be whatever he chooses to be!
Pico della Mirandola, Oration on the Dignity of Man, 1486
From the passage, one may infer that Pico believed that humankind was unique because",high_school_european_history,"['human beings have a soul' 'human beings know that they will die'
 'it is possible for human beings to go to heaven'
 'the potential of the human being is unlimited']",3,0.0007092728311858634,0.00038617856577582066,0.9987303661444052,7.475680640978811e-05,,1.0117233569333296e-05,,,,1.0769739074133052e-05,,,,1.0117233569333296e-05,,,,,,,7.401926201027857e-06,,,,,,,,,,,,,,,,,,6.532176945566845e-06,,,,,,,,
"This question refers to the following information.
""The substitution of Plato for the scholastic Aristotle was hastened by contact with Byzantine scholarship. Already at the Council of Ferrera (1438), which nominally reunited the Eastern and Western churches, there was a debate in which the Byzantines maintained the superiority of Plato to Aristotle. Cosimo and Lorenzo de Medici were both addicted to Plato; Cosimo founded and Lorenzo continued the Florentine Academy, which was largely devoted to the study of Plato&…The humanists of the time, however, were too busy acquiring knowledge of antiquity to be able to produce anything of value.""
Bertrand Russell, British philosopher, History of Western Philosophy, 1946
The cultural diffusion described by Bertrand Russell most directly influenced the composition of which text?",high_school_european_history,"['Oration on the Dignity of Man' 'The Decameron'
 'Handbook of the Christian Knight' 'Utopia']",0,0.07101385395847137,0.5945916485502691,0.31826197518847843,0.015845332606510925,1.6372944765894144e-05,6.475625272925223e-05,8.763805804455025e-06,,,3.927665268839138e-05,,,8.763805804455025e-06,,,,,,,,,,,,1.6372944765894144e-05,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Buckingham Palace, 10th May 1839.
The Queen forgot to ask Lord Melbourne if he thought there would be any harm in her writing to the Duke of Cambridge that she really was fearful of fatiguing herself, if she went out to a party at Gloucester House on Tuesday, an Ancient Concert on Wednesday, and a ball at Northumberland House on Thursday, considering how much she had to do these last four days. If she went to the Ancient Concert on Wednesday, having besides a concert of her own here on Monday, it would be four nights of fatigue, really exhausted as the Queen is.
But if Lord Melbourne thinks that as there are only to be English singers at the Ancient Concert, she ought to go, she could go there for one act; but she would much rather, if possible, get out of it, for it is a fatiguing time&….
As the negotiations with the Tories are quite at an end, and Lord Melbourne has been here, the Queen hopes Lord Melbourne will not object to dining with her on Sunday?""
The Letters of Queen Victoria, Volume 1 (of 3), 1837-1843: A Selection from Her Majesty's Correspondence Between the Years 1837 and 1861
The long evenings of entertainment for Queen Victoria suggest what about the nature of the English monarchy in the nineteenth century?",high_school_european_history,"['That true political power lay elsewhere'
 'That she was very fond of attending balls and concerts'
 'That important political progress could only be made by attending social events'
 ""That with England's nineteenth-century economic success came more leisure time for the upper classes""]",0,0.006638702803312631,0.9852707526110053,0.005858634661103067,0.0021552712451542388,3.043996790412821e-06,3.074327851867908e-05,,,,6.859752659360646e-06,6.859752659360646e-06,,2.370667084040348e-06,,,,,,,,,,,,,,,1.9653520421812707e-06,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The Government of the German Reich and The Government of the Union of Soviet Socialist Republics desirous of strengthening the cause of peace between Germany and the U.S.S.R., and proceeding from the fundamental provisions of the Neutrality Agreement concluded in April, 1926 between Germany and the U.S.S.R., have reached the following Agreement:
Article I. Both High Contracting Parties obligate themselves to desist from any act of violence, any aggressive action, and any attack on each other, either individually or jointly with other Powers.
Article II. Should one of the High Contracting Parties become the object of belligerent action by a third Power, the other High Contracting Party shall in no manner lend its support to this third Power.
Article III. The Governments of the two High Contracting Parties shall in the future maintain continual contact with one another for the purpose of consultation in order to exchange information on problems affecting their common interests.
Article IV. Should disputes or conflicts arise between the High Contracting Parties shall participate in any grouping of Powers whatsoever that is directly or indirectly aimed at the other party.
Article V. Should disputes or conflicts arise between the High Contracting Parties over problems of one kind or another, both parties shall settle these disputes or conflicts exclusively through friendly exchange of opinion or, if necessary, through the establishment of arbitration commissions.""
Molotov-Ribbentrop Pact, 1939
It can be inferred from the text that Germany and the Soviet Union",high_school_european_history,"['had some degree of a nonaggression agreement since at least 1926'
 'created their first peace agreement in 1926'
 'had technically been in a state of war since 1926'
 'previously held a peace agreement that expired in 1926']",0,0.008491686117997515,0.9815055539598216,0.005836244827757822,0.004011188498517215,1.6392818406738803e-05,5.721655827891162e-05,,,,1.2766739811915518e-05,6.030580874696004e-06,,8.242826746851558e-06,,,,,,,,,,,,,,,8.242826746851558e-06,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Addison's Act had been conceived in the belief that, unless working-class aspirations were quickly met after the war, Britain might experience a revolution similar to that in Russia. By 1920 that fear was beginning to recede and Addison's policy was being regarded as extravagant. An immediate victim of the new attitude was the Borough's Kingfield Street scheme, provisional plans for which were approved in September 1920. Much to the Council's surprise, the Government's Housing Board deferred the scheme, ""having regard to the Council's present commitments and the money available at the present time, and in May 1921 the Government announced a drastic curtailment of the housing programme, cutting the housing target by half.
—Excerpt from a work by English historian Hermione Hobhouse Public Housing in Poplar: The Inter-war Years, 1994
Which of the following attitudes prevalent after the First World War is evident in the passage above?",high_school_european_history,"[""Women's suffrage should increase"" 'Democratization of society'
 'Increased disillusionment and cynicism'
 'The rise of communism as a world power']",2,0.7040303653419395,0.010047582989643799,0.20170627359653398,0.08409039435165225,,3.196264720851128e-05,6.2938184057886135e-06,,,,,,,,,,4.901630702937393e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following quote.
I had now decided beyond all question that there existed in the heavens three stars wandering about Jupiter as do Venus and Mercury about the sun, and this became plainer than daylight from observations on similar occasions which followed. Nor were there just three such stars; four wanderers complete their revolutions about Jupiter, and of their alterations as observed more precisely later on we shall give a description here. Also I measured the distances between them by means of the telescope. . . .
Such are the observations concerning the four Medicean planets recently first discovered by me, and although from this data their periods have not yet been reconstructed in numerical form, it is legitimate at least to put in evidence some facts worthy of note. Above all, since they sometimes follow and sometimes precede Jupiter by the same intervals, and they remain within very limited distances either to east or west of Jupiter, accompanying that planet in both its retrograde and direct movements in a constant manner, no one can doubt that they complete their revolutions about Jupiter and at the same time effect all together a twelve-year period about the center of the universe.
—Galileo Galilei, 1610
Which of the following is best demonstrated by the passage about intellectual thought at the time?",high_school_european_history,"['It led to better scientific tools, which led to a rise in the standard of living during the seventeenth century across Europe.'
 'The ideas of the ancient Greeks guided all of their ideas.'
 'It used information obtained through experimentation to conceptualize the universe.'
 'It provided experimental proof of the theories of ancient thinkers, such as Aristotle, on how the universe worked.']",2,0.9083910529012744,0.027437357823014517,0.045226128129473485,0.018856440371126326,,1.3388950509256096e-05,5.58134495066409e-06,,,,,,,,,7.16658877595448e-06,4.92551963121723e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
As with a Commander of the Army, or leader of any enterprise, so it is with the mistress of the house. Her spirit will be seen through the whole establishment; and just in proportion as she performs her duties intelligently and thoroughly, so will her domestics follow in her path. Of all of those acquirements, which more particularly belong to the feminine character, there are none which take a higher rank, in our estimation, than such as enter into a knowledge of household duties; for on these are perpetually dependent the happiness, comfort, and well-being of the family.
Isabella Beeton, Book of Household Management, 1861
From the passage, one may infer that Beeton believed that",high_school_european_history,"['women held considerable power and responsibility in the public sphere of social life'
 'women were denied power and responsibility in the public sphere of social life'
 'women held considerable power and responsibility within the domestic sphere of social life'
 'women were denied power and responsibility within the domestic sphere of social life']",2,0.9986968356204498,5.1377836613166086e-05,0.0011693536138566295,2.1417468737276832e-05,1.6515378516990687e-06,2.25738459698695e-06,2.750057421977856e-05,,,,,,,,,,2.25738459698695e-06,,1.2862189721753005e-06,,,,,,,,,,,,,,,,1.55147623161701e-06,,,,,,,,,,,,
"This question refers to the following information.
Read the the following quotation to answer questions.
What is tolerance? … We are full of weakness and errors; let us mutually pardon our follies. This is the last law of nature. … Of all religions, the Christian ought doubtless to inspire the most tolerance, although hitherto the Christians have been the most intolerant of all men.
Voltaire, Letters on the English Nation, 1733
From the quotation, one can infer that",high_school_european_history,"['Voltaire was an atheist' 'tolerance was a value of the Enlightenment'
 'Voltaire believed tolerance violated the laws of nature'
 'Voltaire believed tolerance was uniquely English']",1,0.004553315701876034,0.004060221571256065,0.007507148449895902,0.983266264558058,,0.00010708367041741104,,,,,,,5.058274424992743e-05,9.450100746075492e-05,,3.7007126248257786e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following excerpt is from a speech by Vladimir I. Lenin.
The independence of our country cannot be upheld unless we have an adequate industrial basis for defense. And such an industrial basis cannot be created if our industry is not more highly developed technically. That is why a fast rate of development of our industry is necessary and imperative. We cannot go on indefinitely, that is, for too long a period, basing the Soviet regime and socialist construction on two different foundations, the foundation of the most large-scale and united socialist industry and the foundation of the most scattered and backward, small commodity economy of the peasants. We must gradually, but systematically and persistently, place our agriculture on a new technical basis, the basis of large-scale production, and bring it up to the level of socialist industry. Either we accomplish this task—in which case the final victory of socialism in our country will be assured, or we turn away from it and do not accomplish it—in which case a return to capitalism may become inevitable.
—Vladimir I. Lenin Industrialization of the Country and the Right Deviation in the C.P.S.U., November 19,1928
Which of the following policies of Joseph Stalin was NOT used to correct the problem cited by Lenin above?",high_school_european_history,"['Collectivization' 'Persecution of the better-off peasants'
 'The Berlin blockade' 'The five-year plans']",2,0.9350829637501108,0.002049174525592512,0.05977725217503581,0.0029761341408815517,,3.94867653823297e-06,4.519020994124931e-05,,,,,,,,,,4.4744367109599605e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the the following petition to answer questions.
The Scribbling-Machines have thrown thousands of your petitioners out of employ, whereby they are brought into great distress, and are not able to procure a maintenance for their families, and deprived them of the opportunity of bringing up their children to labour. … The number of Scribbling-Machines extending about seventeen miles south-west of Leeds exceed all belief, being no less than one hundred and seventy! And as each machine will do as much work in twelve hours, as ten men can in that time do by hand, … [And, as the machines do] as much work in one day as would otherwise employ twenty men, … [a] full four thousand men are left to shift for a living how they can, and must of course fall to the Parish, if not timely relieved. … How are those men, thus thrown out of employ to provide for their families; and what are they to put their children apprentice to, that the rising generation may have something to keep them at work, in order that they may not be like vagabonds strolling about in idleness? … Many more evils we could enumerate, but we would hope, that the sensible part of mankind, who are not biased by interest, must see the dreadful tendency of their continuance; a depopulation must be the consequence; trade being then lost, the landed interest will have no other satisfaction but that of being last devoured.
Leeds Woolen Workers Petition, 1786
The sentiments expressed by the Leeds woolen workers illustrate which of the following historical trends?",high_school_european_history,"['The social effects of industrialization' 'The rise of nationalism'
 'Imperial expansion' 'Cultural changes in a material age']",0,0.00017951106570960232,0.9997314626840399,5.143078141528585e-05,1.3003737984963142e-05,3.287859856068909e-06,,,,,2.901526139113046e-06,,,,,,,,,,,,,,,,1.2095360465006491e-06,,,,,,,1.873366076110349e-06,,,,,,,,,,,,,,
"This question refers to the following information.
Florence is more beautiful and five hundred forty years older than your Venice. … We have round about us thirty thousand estates, owned by nobleman and merchants, citizens and craftsman, yielding us yearly bread and meat, wine and oil, vegetables and cheese, hay and wood, to the value of nine thousand ducats in cash. … We have two trades greater than any four of yours in Venice put together—the trades wool and silk. … Our beautiful Florence contains within the city … two hundred seventy shops belonging to the wool merchant's guild, from whence their wares are sent to Rome and the Marches, Naples and Sicily, Constantinople … and the whole of Turkey. It contains also eighty-three rich and splendid warehouses of the silk merchant's guild.
Benedetto Dei, ""Letter to a Venetian,"" 1472
From the passage, one may infer that the economy of Renaissance Florence was primarily based on",high_school_european_history,"['banking' 'the export of agricultural goods' 'war and conquest'
 'the manufacture and export of wool and silk products']",3,0.0031436444672543642,0.0027742565051791773,0.9877035809311921,0.005873101067552139,,6.129128035446032e-05,1.6496324316339754e-05,,,2.7197840788717102e-05,,,,0.00020096637135761492,1.1337746842079128e-05,,,,,,,,,,,,,,,,,,,,,1.2847350295365259e-05,,,,,,,,,,,
"This question refers to the following information.
Perestroika [Restructuring] is an urgent necessity arising from the profound processes of development in our socialist society. This society is ripe for change. It has long been yearning for it. Any delay in beginning perestroika could have led to an exacerbated internal situation in the near future, which, to put it bluntly, would have been fraught with serious social, economic, and political crises.
Mikhail Gorbachev, Perestroika: New Thinking for Our Country and the World, 1987
From the passage, one may infer that Gorbachev believed that",high_school_european_history,"['the problems that required perestroika were the fault of capitalist enemies of socialism'
 'the problems that required perestroika were internal to the development of socialist society'
 'a socialist society could not work'
 'a socialist society could not coexist with capitalism']",1,0.0001794686143468785,8.47749706842416e-05,0.0002033645827212122,0.9994948973585193,,1.8729230563862048e-06,,,,,,,2.404880807900375e-06,2.900839976741399e-06,,,,,,,,,,,,,1.6528487960400992e-06,,,,,,,,,,3.287082332238925e-06,,,,,,,,,,
"This question refers to the following information.
The text below is the government proclamation.
On the basis of the above-mentioned new arrangements, the serfs will receive in time the full rights of free rural inhabitants.
The nobles, while retaining their property rights to all the lands belonging to them, grant the peasants perpetual use of their household plots in return for a specified obligation[; . . . the nobles] grant them a portion of arable land fixed by the said arrangements as well as other property. . . . While enjoying these land allotments, the peasants are obliged, in return, to fulfill obligations to the noblemen fixed by the same arrangements. In this status, which is temporary, the peasants are temporarily bound. . . .
[T]hey are granted the right to purchase their household plots, and, with the consent of the nobles, they may acquire in full ownership the arable lands and other properties which are allotted them for permanent use. Following such acquisition of full ownership of land, the peasants will be freed from their obligations to the nobles for the land thus purchased and will become free peasant landowners.
WE have deemed it advisable:
3. To organize Peace Offices on the estates of the nobles, leaving the village communes as they are, and to open cantonal offices in the large villages and unite small village communes.
4. To formulate, verify, and confirm in each village commune or estate a charter which will specify, on the basis of local conditions, the amount of land allotted to the peasants for permanent use, and the scope of their obligations to the nobleman for the land.
6. Until that time, peasants and household serfs must be obedient towards their nobles, and scrupulously fulfill their former obligations.
7. The nobles will continue to keep order on their estates, with the right of jurisdiction and of police, until the organization of cantons and of cantonal courts.
—Alexander II, ""The Abolition of Serfdom in Russia,"" Manifesto of February 19, 1861
Which of the following best describes the long-term effects of Tsar Alexander II's emancipation?",high_school_european_history,"['Food production soared, which allowed Russians to export agricultural goods while investing the profits into their industrial sector.'
 ""The program was a complete disaster as agricultural output plummeted until Pyotr Stolypin's reforms made privatized Russian farming profitable.""
 'The emancipation terms relegated former serfs to communal farming, thus keeping them in perpetual poverty, and made wealthy conservatives nervous.'
 'No longer tied to the land, former serfs moved to the cities, thus spurning the commencement of an industrial revolution in Russia.']",2,0.8132164588780071,0.051991557116579365,0.11005619046660421,0.02455685540413949,,2.875312154342255e-05,3.25815551977717e-05,,,,,,,6.415688614751142e-06,,,8.237907246894634e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following governmental regulation.
Press Law
So long as this decree shall remain in force no publication which appears in the form of daily issues, or as a serial not exceeding twenty sheets of printed matter, shall go to press in any state of the union without the previous knowledge and approval of the state officials. Writings which do not belong to one of the above-mentioned classes shall be treated according to the laws now in force, or which may be enacted, in the individual states of the union. . . . Each state of the union is responsible, not only to the state against which the offense is directly committed, but to the whole Confederation, for every publication appearing under its supervision in which the honor or security of other states is infringed or their constitution or administration attacked. . . .
—Carlsbad Resolutions adopted by the Germanic States, 1819
According to the above-mentioned decrees, the German confederated states most feared which of the following?",high_school_european_history,"['The effect liberal, young students would have on an impressionable faculty and the surrounding communities, where they would surely spread their message.'
 'The dissemination of liberal ideas by the media and the sharing of nationalist or liberal ideas at the university in the classroom or in secret.'
 'The dissolution of the union of German states that they had just created.'
 ""Support of Bonapartism, which was growing in strength prior to the passage of these Carlsbad Resolutions and preceeding Napoleon's invasion.""]",1,0.022651250986812376,0.1673713642525149,0.14770471053420248,0.6619665868385828,,4.3727190732848e-05,,,,1.1055965230570345e-05,1.1055965230570345e-05,,1.8228205043762377e-05,3.858911038046419e-05,,8.088716955775926e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""It's come! It's posted at the district mayor's office,"" a passerby shouted at me as he ran. I reached the Rue Drout in one leap. … I read the message at a glance. … ""The First Day of Mobilization Will Be Sunday, August 2 [1914]."" … It was an announcement to a million and a half Frenchmen. … War! … Dead tired but exhilarated, I got back to [my newspaper's office] and burst into the office of Georges Clemenceau, our chief. ""What is Paris saying?"" he asked me. ""It's singing, sir!"" ""It will be all right then[,"" Clemenceau replied].
Roland Doregelès, After 50 Years, c. 1965
From the passage, one may infer that Clemenceau",high_school_european_history,"['was disgusted to hear that Paris was reacting with joy at the advent of war'
 ""had grave doubts about France's ability to win a war against Germany""
 'would one day serve as prime minister of France'
 'was relieved to hear that Paris was reacting with joy at the advent of war']",3,0.015762648571586043,0.005802168394947247,0.9752006822401366,0.003103849535886004,,2.685356014083315e-05,9.280342058441573e-06,,,1.4373674961802969e-05,4.383723186403499e-06,,,6.378279600279836e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
